ID,Gender,Race,Age_at_Release,Residence_PUMA,Gang_Affiliated,Supervision_Risk_Score_First,Supervision_Level_First,Education_Level,Dependents,Prison_Offense,Prison_Years,Prior_Arrest_Episodes_Felony,Prior_Arrest_Episodes_Misd,Prior_Arrest_Episodes_Violent,Prior_Arrest_Episodes_Property,Prior_Arrest_Episodes_Drug,_v1,Prior_Arrest_Episodes_DVCharges,Prior_Arrest_Episodes_GunCharges,Prior_Conviction_Episodes_Felony,Prior_Conviction_Episodes_Misd,Prior_Conviction_Episodes_Viol,Prior_Conviction_Episodes_Prop,Prior_Conviction_Episodes_Drug,_v2,_v3,_v4,Prior_Revocations_Parole,Prior_Revocations_Probation,Condition_MH_SA,Condition_Cog_Ed,Condition_Other,Violations_ElectronicMonitoring,Violations_Instruction,Violations_FailToReport,Violations_MoveWithoutPermission,Delinquency_Reports,Program_Attendances,Program_UnexcusedAbsences,Residence_Changes,Avg_Days_per_DrugTest,DrugTests_THC_Positive,DrugTests_Cocaine_Positive,DrugTests_Meth_Positive,DrugTests_Other_Positive,Percent_Days_Employed,Jobs_Per_Year,Employment_Exempt,Recidivism_Within_3years,Recidivism_Arrest_Year1,Recidivism_Arrest_Year2,Recidivism_Arrest_Year3,Training_Sample,sex,race,age_cat,age,decile_score,score_text,priors_count,two_year_recid,is_recid,c_charge_degree
61,M,BLACK,33-37,5,No,9.0,Specialized,Less than HS diploma,1,Property,Greater than 2 to 3 years,7.0,5.0,1.0,2.0,,3,No,No,2,4 or more,No,1,2 or more,No,No,No,No,No,Yes,Yes,No,No,Yes,No,No,0,10 or more,3 or more,0,78.0,0.210526317358017,0.0,0.0,0.0,0.2206477732793522,0.2464574898785425,No,No,No,No,No,1,Male,African-American,25 - 45,35.0,9.0,High,15.0,0,0,F
62,F,WHITE,48 or older,3,,3.0,,Less than HS diploma,0,Property,Less than 1 year,,5.0,0.0,,0.0,5 or more,No,No,3 or more,4 or more,No,3 or more,0,Yes,No,No,No,No,Yes,Yes,No,No,No,No,No,0,0,0,1,13.53846153846154,0.0,0.0,0.0,0.0,0.0,0.0,No,No,No,No,No,1,Female,Caucasian,Greater than 45,50.0,3.0,Low,5.0,0,0,F
63,M,BLACK,43-47,5,No,3.0,Standard,High School Diploma,2,Property,Less than 1 year,,,2.0,,,5 or more,No,No,2,4 or more,No,2,1,Yes,No,No,No,No,Yes,No,No,No,No,Yes,No,0,0,3 or more,0,135.6666666666667,0.0,0.0,0.0,0.0,0.3144963144963145,0.8974201474201474,No,No,No,No,No,0,Male,African-American,25 - 45,45.0,3.0,Low,2.0,0,0,F
64,F,WHITE,43-47,6,,7.0,Standard,High School Diploma,2,Other,Greater than 2 to 3 years,,,,,1.0,5 or more,Yes,No,2,2,No,2,1,Yes,No,Yes,No,Yes,Yes,Yes,No,No,No,No,No,0,1,0,1,33.2,0.0,0.0,0.0500000007450581,0.1000000014901161,0.9548192771084336,0.5500753012048193,No,No,No,No,No,1,Female,Caucasian,25 - 45,45.0,7.0,Medium,1.0,0,0,M
65,F,WHITE,48 or older,19,,7.0,High,High School Diploma,0,Property,1-2 years,4.0,3.0,0.0,2.0,1.0,2,No,No,3 or more,1,No,2,1,No,No,No,No,No,Yes,Yes,No,No,Yes,No,Yes,4 or more,9,0,0,159.875,0.0,0.125,0.0,0.0,0.2541047693510555,0.2855746677091478,No,Yes,Yes,No,No,1,Female,Caucasian,Greater than 45,50.0,7.0,Medium,10.0,1,1,F
66,M,BLACK,33-37,9,Yes,10.0,Specialized,At least some college,0,Property,1-2 years,,,0.0,,4.0,5 or more,No,No,3 or more,4 or more,No,3 or more,2 or more,Yes,No,No,No,No,Yes,No,No,No,Yes,No,No,0,0,0,1,22.5,0.0,0.0,0.0,0.0,0.0,0.0,No,Yes,Yes,No,No,1,Male,African-American,25 - 45,35.0,10.0,High,4.0,1,1,F
67,M,BLACK,28-32,20,No,7.0,High,Less than HS diploma,3 or more,Drug,1-2 years,4.0,5.0,0.0,2.0,1.0,2,Yes,No,2,4 or more,Yes,2,0,Yes,No,No,No,No,Yes,Yes,No,No,No,No,No,2,0,0,3 or more,89.77777777777777,0.0,0.0,0.0,0.0,1.0,1.808168316831683,No,No,No,No,No,0,Male,African-American,25 - 45,30.0,7.0,Medium,12.0,0,0,F
68,M,BLACK,33-37,3,No,,Standard,High School Diploma,2,Drug,Less than 1 year,,,1.0,,1.0,5 or more,No,No,2,4 or more,Yes,0,1,Yes,No,No,No,Yes,No,No,No,No,No,No,No,0,0,0,1,,,,,,0.0,0.0,Yes,No,No,No,No,1,Male,African-American,25 - 45,35.0,,,2.0,0,0,F
69,M,BLACK,33-37,3,No,6.0,High,High School Diploma,3 or more,,More than 3 years,,,,3.0,4.0,5 or more,No,No,1,4 or more,No,1,2 or more,Yes,No,No,No,No,No,No,Yes,No,Yes,No,Yes,4 or more,10 or more,3 or more,3 or more,344.8571428571428,0.5714285969734192,0.0,0.0,0.0,0.1864125932062966,0.4539146644573322,No,No,No,No,No,1,Male,African-American,25 - 45,35.0,6.0,Medium,7.0,0,0,
70,F,WHITE,48 or older,25,,3.0,Standard,Less than HS diploma,0,,1-2 years,7.0,5.0,0.0,4.0,1.0,3,No,No,3 or more,4 or more,No,3 or more,1,Yes,No,No,No,No,Yes,Yes,No,No,No,No,No,0,0,0,3 or more,78.28571428571429,0.0,0.0,0.0,0.0,0.708029197080292,0.9997718978102188,No,Yes,No,No,Yes,1,Female,Caucasian,Greater than 45,50.0,3.0,Low,17.0,1,1,
71,M,WHITE,38-42,12,No,,,High School Diploma,2,Violent/Non-Sex,Less than 1 year,8.0,,2.0,1.0,4.0,5 or more,No,Yes,2,4 or more,No,1,0,Yes,No,Yes,No,Yes,Yes,Yes,No,No,No,No,No,0,0,0,0,41.0,0.0,0.0,0.0,0.0,1.0,1.0,No,No,No,No,No,1,Male,Caucasian,25 - 45,40.0,,,15.0,0,0,F
72,M,WHITE,33-37,14,No,8.0,Specialized,Less than HS diploma,0,Other,Greater than 2 to 3 years,,,1.0,,0.0,5 or more,No,Yes,2,3,No,2,0,Yes,No,No,No,Yes,No,No,Yes,No,Yes,No,Yes,4 or more,10 or more,0,1,68.66666666666667,0.0,0.0,0.0,0.0,0.9648058252427184,0.2216322815533981,No,No,No,No,No,0,Male,Caucasian,25 - 45,35.0,8.0,High,1.0,0,0,M
73,M,BLACK,33-37,6,No,10.0,Standard,Less than HS diploma,3 or more,Property,1-2 years,8.0,1.0,0.0,,1.0,1,No,No,3 or more,0,No,3 or more,0,No,No,No,No,No,Yes,Yes,No,No,No,No,No,0,0,0,0,120.6,0.0,0.0,0.0,0.0,0.0,0.0,Yes,No,No,No,No,1,Male,African-American,25 - 45,35.0,10.0,High,10.0,0,0,F
74,M,WHITE,38-42,12,No,7.0,High,High School Diploma,3 or more,Property,Less than 1 year,,,,,4.0,5 or more,No,Yes,3 or more,4 or more,Yes,3 or more,2 or more,Yes,No,Yes,No,No,Yes,No,Yes,No,No,No,No,0,1,3 or more,0,70.5,0.25,0.0,0.0,0.0,0.9432624113475178,1.0,No,Yes,Yes,No,No,1,Male,Caucasian,25 - 45,40.0,7.0,Medium,4.0,1,1,F
75,M,BLACK,43-47,4,No,5.0,Standard,High School Diploma,0,,More than 3 years,6.0,,,2.0,4.0,2,Yes,Yes,3 or more,4 or more,Yes,0,2 or more,Yes,No,Yes,Yes,No,Yes,No,No,No,No,No,No,0,0,0,0,398.0,0.0,0.0,0.0,0.0,0.0,0.0,No,Yes,Yes,No,No,1,Male,African-American,25 - 45,45.0,5.0,Medium,12.0,1,1,
76,M,WHITE,43-47,6,No,10.0,Specialized,At least some college,3 or more,,More than 3 years,,,0.0,,1.0,4,No,No,3 or more,2,No,3 or more,0,No,No,No,No,No,No,No,No,No,No,No,No,0,6,0,1,34.1578947368421,0.0,0.0526315793395042,0.0526315793395042,0.0,0.2557781201848999,0.562788906009245,No,No,No,No,No,1,Male,Caucasian,25 - 45,45.0,10.0,High,1.0,0,0,
77,F,WHITE,43-47,9,,9.0,Specialized,High School Diploma,2,Property,1-2 years,,3.0,1.0,,,3,No,No,3 or more,2,No,3 or more,2 or more,No,No,No,No,No,Yes,Yes,No,No,No,Yes,No,2,10 or more,0,0,95.75,0.0,0.0,0.0,0.0,0.381201044386423,0.9536553524804176,No,Yes,No,Yes,No,1,Female,Caucasian,25 - 45,45.0,9.0,High,4.0,1,1,F
78,M,BLACK,33-37,5,No,9.0,Specialized,Less than HS diploma,1,Property,More than 3 years,8.0,5.0,1.0,2.0,4.0,5 or more,No,No,3 or more,4 or more,No,2,2 or more,Yes,No,No,Yes,No,Yes,No,No,No,No,No,Yes,3,10 or more,3 or more,0,55.54545454545455,0.1212121248245239,0.0,0.0,0.0,0.6055646481178396,0.5977905073649754,No,No,No,No,No,1,Male,African-American,25 - 45,35.0,9.0,High,20.0,0,0,F
80,M,BLACK,33-37,12,No,5.0,Standard,High School Diploma,2,Property,1-2 years,6.0,4.0,1.0,2.0,2.0,1,No,No,1,2,No,1,1,Yes,No,No,No,No,Yes,Yes,Yes,No,No,No,Yes,0,1,0,1,33.47368421052632,0.0,0.0,0.0,0.0,0.8789308176100629,0.5742924528301887,No,No,No,No,No,1,Male,African-American,25 - 45,35.0,5.0,Medium,15.0,0,0,F
81,M,BLACK,33-37,12,No,5.0,Standard,High School Diploma,0,Violent/Non-Sex,1-2 years,,,,,2.0,5 or more,Yes,No,3 or more,4 or more,Yes,3 or more,1,Yes,Yes,No,No,Yes,Yes,No,Yes,No,No,No,No,0,0,0,2,32.2,0.0,0.0,0.0,0.0,0.0124223602484472,1.0,No,Yes,Yes,No,No,0,Male,African-American,25 - 45,35.0,5.0,Medium,2.0,1,1,F
82,M,BLACK,33-37,3,No,1.0,Standard,High School Diploma,1,Property,Greater than 2 to 3 years,,1.0,,4.0,0.0,5 or more,No,No,3 or more,3,No,3 or more,0,Yes,No,No,No,No,Yes,Yes,No,No,No,No,No,0,0,3 or more,0,471.5,0.0,0.5,0.0,0.0,0.0,0.0,No,Yes,Yes,No,No,1,Male,African-American,25 - 45,35.0,1.0,Low,5.0,1,1,F
83,M,WHITE,48 or older,12,No,10.0,Standard,At least some college,3 or more,Property,1-2 years,,,2.0,,1.0,5 or more,No,No,3 or more,2,No,3 or more,0,Yes,No,No,No,No,Yes,No,No,No,No,Yes,No,4 or more,0,0,0,,,,,,1.0,1.0,No,Yes,Yes,No,No,0,Male,Caucasian,Greater than 45,50.0,10.0,High,3.0,1,1,F
84,M,BLACK,38-42,3,No,7.0,High,High School Diploma,0,Drug,Greater than 2 to 3 years,,2.0,2.0,2.0,,5 or more,No,Yes,2,2,Yes,1,2 or more,Yes,No,No,No,No,Yes,No,No,No,No,No,No,0,4,0,1,69.3,0.0,0.0,0.0,0.0,0.227994227994228,0.5270562770562771,No,No,No,No,No,1,Male,African-American,25 - 45,40.0,7.0,Medium,6.0,0,0,F
85,F,BLACK,33-37,3,,1.0,,Less than HS diploma,3 or more,Property,Less than 1 year,,,,,0.0,5 or more,No,No,3 or more,4 or more,Yes,3 or more,0,Yes,No,No,No,No,No,No,No,No,No,No,No,0,0,0,0,,,,,,0.0,0.0,No,Yes,Yes,No,No,1,Female,African-American,25 - 45,35.0,1.0,Low,0.0,1,1,F
86,M,WHITE,43-47,14,No,6.0,High,High School Diploma,0,Drug,1-2 years,9.0,,1.0,3.0,3.0,5 or more,No,No,2,4 or more,No,2,1,Yes,No,No,No,No,Yes,Yes,No,No,No,No,No,0,10 or more,0,0,37.25,0.0,0.0,0.0,0.0,1.0,1.634228187919463,No,Yes,No,No,Yes,1,Male,Caucasian,25 - 45,45.0,6.0,Medium,16.0,1,1,F
87,M,WHITE,28-32,14,No,5.0,Standard,High School Diploma,0,Drug,Less than 1 year,7.0,,1.0,4.0,2.0,1,No,No,2,4 or more,No,2,2 or more,No,No,No,No,No,No,No,No,No,No,No,No,0,0,0,2,132.3333333333333,0.0,0.0,0.0,0.0,1.0,0.9200251889168766,No,No,No,No,No,0,Male,Caucasian,25 - 45,30.0,5.0,Medium,14.0,0,0,F
88,F,BLACK,33-37,3,,7.0,High,High School Diploma,2,Violent/Non-Sex,More than 3 years,,,2.0,,1.0,5 or more,No,No,3 or more,2,Yes,3 or more,1,Yes,No,No,No,No,Yes,No,Yes,No,No,No,No,0,0,0,2,185.5,0.0,0.0,0.0,0.0,0.8598382749326146,0.9845013477088947,No,Yes,No,Yes,No,1,Female,African-American,25 - 45,35.0,7.0,Medium,3.0,1,1,F
89,M,BLACK,33-37,4,No,6.0,High,High School Diploma,1,Drug,1-2 years,,,2.0,,2.0,5 or more,Yes,No,3 or more,4 or more,No,2,1,Yes,No,No,No,No,Yes,Yes,No,No,No,No,No,0,0,0,0,372.75,0.0,0.0,0.0,0.0,0.0717639168343394,0.2449698189134809,No,Yes,No,Yes,No,0,Male,African-American,25 - 45,35.0,6.0,Medium,4.0,1,1,F
90,M,BLACK,43-47,3,No,1.0,High,High School Diploma,3 or more,Drug,1-2 years,7.0,,,0.0,4.0,4,No,Yes,1,1,No,0,2 or more,Yes,No,Yes,No,No,Yes,Yes,No,No,No,No,No,0,6,3 or more,0,33.04545454545455,0.0454545468091965,0.0,0.0,0.0,0.8940852819807428,1.004814305364512,No,No,No,No,No,1,Male,African-American,25 - 45,45.0,1.0,Low,11.0,0,0,F
91,M,WHITE,33-37,4,No,9.0,Standard,High School Diploma,1,Property,1-2 years,8.0,5.0,0.0,,2.0,3,No,No,2,2,No,3 or more,0,No,No,No,No,Yes,Yes,Yes,No,No,No,No,No,0,6,0,1,33.15,0.0,0.0,0.0,0.0,0.8763197586726998,0.5509049773755657,No,No,No,No,No,1,Male,Caucasian,25 - 45,35.0,9.0,High,15.0,0,0,F
92,M,BLACK,38-42,3,No,5.0,Standard,Less than HS diploma,2,Drug,Less than 1 year,,,2.0,1.0,1.0,5 or more,No,Yes,0,3,Yes,0,0,Yes,No,Yes,No,Yes,Yes,No,No,No,No,No,No,0,0,0,1,25.6,0.0,0.0,0.0,0.0,0.2890625,0.951171875,No,Yes,No,No,Yes,1,Male,African-American,25 - 45,40.0,5.0,Medium,4.0,1,1,F
93,M,WHITE,33-37,16,No,4.0,Standard,High School Diploma,2,Other,Less than 1 year,6.0,2.0,1.0,1.0,0.0,2,No,Yes,1,1,No,1,0,No,No,Yes,No,Yes,Yes,No,No,No,No,No,No,0,10 or more,0,0,34.2,0.0666666701436043,0.0,0.0,0.0,0.6510721247563352,1.423976608187135,No,Yes,No,No,Yes,1,Male,Caucasian,25 - 45,35.0,4.0,Low,10.0,1,1,M
94,M,WHITE,28-32,6,No,6.0,High,High School Diploma,0,Property,Less than 1 year,,,2.0,4.0,4.0,5 or more,No,Yes,1,4 or more,No,2,2 or more,Yes,No,No,No,No,Yes,No,No,No,No,No,No,0,0,0,0,7.857142857142857,0.0,0.0,0.0,0.0,1.0,1.0,No,Yes,Yes,No,No,1,Male,Caucasian,25 - 45,30.0,6.0,Medium,10.0,1,1,F
95,M,BLACK,33-37,6,No,6.0,High,Less than HS diploma,0,,1-2 years,,1.0,2.0,1.0,,1,No,No,3 or more,0,Yes,0,2 or more,No,No,No,No,No,Yes,Yes,No,No,No,No,No,0,6,0,1,45.85714285714285,0.0714285746216774,0.0,0.0,0.0,1.0,0.5689252336448598,No,Yes,No,No,Yes,1,Male,African-American,25 - 45,35.0,6.0,Medium,4.0,1,1,
96,M,WHITE,43-47,14,No,10.0,Specialized,High School Diploma,0,Property,1-2 years,,,0.0,,2.0,5 or more,Yes,No,3 or more,3,No,3 or more,1,Yes,No,No,No,No,Yes,Yes,No,No,No,No,No,0,6,0,2,137.2222222222222,0.0,0.0,0.0,0.0,0.1530364372469636,0.295748987854251,No,Yes,Yes,No,No,1,Male,Caucasian,25 - 45,45.0,10.0,High,2.0,1,1,F
97,F,WHITE,28-32,4,,10.0,Specialized,Less than HS diploma,1,Property,Greater than 2 to 3 years,,,0.0,4.0,2.0,5 or more,No,No,2,3,No,3 or more,2 or more,Yes,No,No,No,Yes,Yes,Yes,No,No,No,No,Yes,4 or more,10 or more,0,0,30.6,0.1000000014901161,0.2000000029802322,0.0,0.1000000014901161,0.173202614379085,2.0,No,No,No,No,No,1,Female,Caucasian,25 - 45,30.0,10.0,High,6.0,0,0,F
98,M,WHITE,33-37,24,No,8.0,High,High School Diploma,0,Other,1-2 years,6.0,5.0,0.0,0.0,,3,No,Yes,2,3,No,0,2 or more,Yes,No,Yes,Yes,No,Yes,No,No,No,No,No,No,0,6,0,0,40.25,0.0,0.0,0.0,0.0,1.0,3.0,No,Yes,Yes,No,No,0,Male,Caucasian,25 - 45,35.0,8.0,High,11.0,1,1,M
99,M,WHITE,48 or older,5,No,6.0,High,High School Diploma,3 or more,Property,Greater than 2 to 3 years,,,0.0,,0.0,3,No,No,2,4 or more,No,3 or more,0,Yes,No,No,No,No,No,Yes,No,No,No,Yes,No,0,0,0,0,,,,,,0.0,0.0,No,No,No,No,No,1,Male,Caucasian,Greater than 45,50.0,6.0,Medium,0.0,0,0,F
100,M,WHITE,48 or older,11,No,6.0,Specialized,High School Diploma,1,Drug,More than 3 years,,,2.0,0.0,,5 or more,No,Yes,3 or more,4 or more,No,0,2 or more,Yes,No,No,No,No,Yes,No,No,No,No,No,No,3,5,0,1,43.57142857142857,0.0,0.0,0.0,0.0,0.0,0.0,No,No,No,No,No,1,Male,Caucasian,Greater than 45,50.0,6.0,Medium,2.0,0,0,F
101,F,BLACK,33-37,12,,5.0,Standard,At least some college,0,Property,Less than 1 year,4.0,2.0,0.0,3.0,0.0,3,No,No,2,1,No,2,0,Yes,No,No,No,No,No,No,No,No,No,No,No,0,0,0,0,38.4,0.0,0.0,0.0,0.0,1.0,0.951171875,No,No,No,No,No,1,Female,African-American,25 - 45,35.0,5.0,Medium,9.0,0,0,F
102,M,WHITE,48 or older,17,No,3.0,Standard,High School Diploma,2,Drug,Less than 1 year,9.0,5.0,1.0,4.0,,2,No,No,3 or more,3,No,3 or more,2 or more,No,No,No,No,No,Yes,No,No,No,No,No,No,0,6,0,1,23.73333333333333,0.0,0.0,0.0,0.0,1.0,1.0,No,Yes,No,Yes,No,0,Male,Caucasian,Greater than 45,50.0,3.0,Low,19.0,1,1,F
103,M,WHITE,38-42,16,No,4.0,Standard,Less than HS diploma,3 or more,,Less than 1 year,5.0,2.0,,0.0,3.0,1,Yes,No,3 or more,1,Yes,0,1,Yes,No,No,No,No,Yes,No,No,No,No,No,No,0,0,0,1,,,,,,0.0,0.0,No,Yes,No,No,Yes,0,Male,Caucasian,25 - 45,40.0,4.0,Low,10.0,1,1,
104,M,BLACK,33-37,6,No,8.0,High,High School Diploma,2,Violent/Non-Sex,Greater than 2 to 3 years,7.0,,2.0,3.0,0.0,5 or more,No,No,1,2,Yes,1,0,Yes,No,No,No,No,No,Yes,Yes,No,Yes,Yes,No,0,0,0,1,164.2,0.1000000014901161,0.0,0.0,0.0,0.97442143727162,0.444884287454324,No,No,No,No,No,1,Male,African-American,25 - 45,35.0,8.0,High,12.0,0,0,F
105,F,BLACK,43-47,11,,6.0,High,Less than HS diploma,3 or more,Property,Less than 1 year,,,2.0,,2.0,2,No,No,3 or more,2,Yes,3 or more,2 or more,No,No,No,No,Yes,Yes,No,Yes,No,No,No,No,0,0,0,1,23.0,0.0,0.5,0.0,0.0,0.6739130434782609,1.0,Yes,Yes,No,Yes,No,0,Female,African-American,25 - 45,45.0,6.0,Medium,4.0,1,1,F
106,M,WHITE,43-47,17,No,2.0,Standard,High School Diploma,3 or more,Property,Less than 1 year,,,1.0,,1.0,5 or more,No,No,3 or more,4 or more,No,3 or more,2 or more,Yes,No,No,No,Yes,No,No,No,No,No,No,No,0,0,0,1,95.33333333333331,0.0,0.0,0.0,0.0,1.0,1.0,No,Yes,No,Yes,No,0,Male,Caucasian,25 - 45,45.0,2.0,Low,2.0,1,1,F
107,F,WHITE,38-42,16,,8.0,Standard,Less than HS diploma,0,Drug,Less than 1 year,,,2.0,4.0,3.0,5 or more,No,No,3 or more,4 or more,No,3 or more,2 or more,Yes,No,No,No,No,Yes,No,No,No,No,No,No,2,4,2,1,24.73333333333333,0.0,0.0,0.0,0.0,0.0,0.0,No,No,No,No,No,0,Female,Caucasian,25 - 45,40.0,8.0,High,9.0,0,0,F
108,M,BLACK,48 or older,6,No,4.0,Standard,High School Diploma,3 or more,,1-2 years,3.0,1.0,0.0,0.0,4.0,0,No,No,2,1,Yes,0,2 or more,No,Yes,No,No,No,Yes,Yes,No,No,No,No,Yes,0,0,0,1,117.0,0.0,0.0,0.0,0.0,0.0,0.0,No,No,No,No,No,1,Male,African-American,Greater than 45,50.0,4.0,Low,8.0,0,0,
109,F,WHITE,43-47,16,,10.0,Specialized,Less than HS diploma,1,Property,Greater than 2 to 3 years,,,1.0,,2.0,5 or more,No,No,3 or more,4 or more,No,3 or more,1,Yes,No,No,No,No,No,No,No,No,No,No,No,0,2,0,1,142.4285714285714,0.0,0.0,0.1428571492433548,0.0,0.4593781344032096,0.3663490471414243,Yes,Yes,No,Yes,No,1,Female,Caucasian,25 - 45,45.0,10.0,High,3.0,1,1,F
110,M,BLACK,48 or older,11,No,4.0,Standard,Less than HS diploma,0,Violent/Non-Sex,More than 3 years,,,,,3.0,5 or more,No,No,3 or more,4 or more,Yes,3 or more,1,Yes,No,No,No,Yes,No,Yes,Yes,No,No,No,No,0,0,0,1,66.8,0.0,0.0,0.0,0.0,0.3952095808383234,1.0,No,Yes,Yes,No,No,1,Male,African-American,Greater than 45,50.0,4.0,Low,3.0,1,1,F
111,M,WHITE,33-37,17,No,6.0,High,High School Diploma,1,,1-2 years,,,2.0,1.0,,5 or more,No,No,3 or more,4 or more,Yes,0,2 or more,Yes,No,No,No,No,Yes,Yes,No,No,No,No,No,0,0,0,3 or more,64.2,0.0,0.0,0.0666666701436043,0.0,0.4735202492211838,0.3792834890965732,No,Yes,No,Yes,No,1,Male,Caucasian,25 - 45,35.0,6.0,Medium,3.0,1,1,
112,M,BLACK,38-42,21,No,10.0,Specialized,At least some college,0,Property,1-2 years,,1.0,0.0,,0.0,1,No,No,3 or more,1,No,3 or more,0,Yes,No,No,No,No,Yes,No,No,No,No,No,No,0,0,0,0,,,,,,0.0,0.0,No,Yes,No,No,Yes,1,Male,African-American,25 - 45,40.0,10.0,High,1.0,1,1,F
113,M,WHITE,33-37,25,Yes,10.0,Specialized,Less than HS diploma,3 or more,Property,1-2 years,,,1.0,,2.0,5 or more,No,No,3 or more,4 or more,No,3 or more,2 or more,Yes,No,No,No,No,Yes,Yes,No,No,No,No,No,4 or more,2,3 or more,3 or more,36.75,0.375,0.0,0.125,0.0,0.0,0.0,No,Yes,Yes,No,No,1,Male,Caucasian,25 - 45,35.0,10.0,High,3.0,1,1,F
114,M,BLACK,43-47,5,No,3.0,,High School Diploma,1,Drug,Greater than 2 to 3 years,,,0.0,1.0,,5 or more,No,No,3 or more,4 or more,No,0,2 or more,Yes,No,No,Yes,No,No,No,No,No,No,Yes,Yes,0,0,0,0,115.375,0.0,0.0,0.0,0.0,0.2751895991332611,0.7914409534127844,No,No,No,No,No,1,Male,African-American,25 - 45,45.0,3.0,Low,1.0,0,0,F
115,M,WHITE,38-42,12,Yes,8.0,High,Less than HS diploma,0,Property,Less than 1 year,,5.0,,,0.0,5 or more,No,No,3 or more,2,Yes,3 or more,0,Yes,No,No,No,Yes,Yes,Yes,No,No,Yes,Yes,Yes,4 or more,0,0,2,,,,,,0.0,0.0,No,Yes,No,No,Yes,1,Male,Caucasian,25 - 45,40.0,8.0,High,5.0,1,1,F
116,M,WHITE,48 or older,16,No,8.0,,Less than HS diploma,3 or more,,Less than 1 year,,,,,1.0,5 or more,Yes,No,3 or more,4 or more,No,3 or more,0,Yes,No,No,No,No,Yes,No,No,No,No,No,No,0,10 or more,0,2,19.66666666666667,0.0,0.0,0.0,0.0,1.0,2.0,No,No,No,No,No,1,Male,Caucasian,Greater than 45,50.0,8.0,High,1.0,0,0,
117,M,BLACK,48 or older,16,No,4.0,Specialized,High School Diploma,3 or more,Property,Greater than 2 to 3 years,,,,,2.0,4,Yes,Yes,3 or more,1,Yes,3 or more,1,No,No,No,No,No,Yes,Yes,Yes,No,No,No,No,0,0,0,2,121.75,0.0,0.0,0.0,0.0,0.1591375770020534,0.375,Yes,Yes,Yes,No,No,1,Male,African-American,Greater than 45,50.0,4.0,Low,2.0,1,1,F
118,M,WHITE,48 or older,2,No,2.0,Standard,Less than HS diploma,3 or more,Drug,1-2 years,4.0,,2.0,0.0,2.0,5 or more,No,Yes,3 or more,4 or more,Yes,0,2 or more,Yes,Yes,Yes,Yes,No,Yes,Yes,No,No,No,No,No,0,4,0,1,50.73333333333333,0.0,0.0,0.0333333350718021,0.0,0.4848883048620237,0.2399802890932983,No,Yes,No,No,Yes,0,Male,Caucasian,Greater than 45,50.0,2.0,Low,8.0,1,1,F
119,M,BLACK,48 or older,16,No,1.0,Standard,Less than HS diploma,0,Drug,Less than 1 year,9.0,,,3.0,3.0,5 or more,No,No,2,4 or more,No,0,2 or more,Yes,No,No,No,No,No,No,No,No,No,No,No,0,0,0,0,,,,,,0.3183760683760684,0.7804487179487181,Yes,No,No,No,No,1,Male,African-American,Greater than 45,50.0,1.0,Low,15.0,0,0,F
120,M,WHITE,48 or older,10,No,3.0,Standard,High School Diploma,1,Drug,Less than 1 year,,3.0,2.0,2.0,3.0,2,Yes,No,3 or more,2,Yes,1,2 or more,Yes,No,No,No,No,No,No,No,No,No,No,No,1,0,0,1,10.1,0.0,0.0,0.0,0.0,0.8118811881188119,2.0,No,Yes,Yes,No,No,0,Male,Caucasian,Greater than 45,50.0,3.0,Low,10.0,1,1,F
121,M,BLACK,38-42,5,No,,,At least some college,3 or more,Violent/Non-Sex,Greater than 2 to 3 years,9.0,,2.0,,1.0,5 or more,Yes,Yes,3 or more,4 or more,Yes,3 or more,1,No,No,No,Yes,No,No,No,No,No,No,No,No,0,0,1,1,14.375,0.0,0.0,0.0,0.0,0.6173913043478261,1.0,No,No,No,No,No,1,Male,African-American,25 - 45,40.0,,,12.0,0,0,F
122,M,BLACK,33-37,3,No,5.0,,High School Diploma,3 or more,,1-2 years,5.0,,0.0,2.0,4.0,5 or more,No,No,2,4 or more,No,1,2 or more,Yes,No,No,No,No,No,Yes,No,No,No,No,No,0,0,0,0,,,,,,0.8153846153846154,0.6243589743589744,No,No,No,No,No,1,Male,African-American,25 - 45,35.0,5.0,Medium,11.0,0,0,
123,M,BLACK,28-32,5,No,9.0,Specialized,Less than HS diploma,3 or more,Violent/Non-Sex,Greater than 2 to 3 years,,,,4.0,3.0,5 or more,Yes,Yes,1,4 or more,No,2,1,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,0,0,0,1,74.83333333333333,0.0,0.0,0.0,0.0,0.6659242761692651,1.626948775055679,No,Yes,No,Yes,No,0,Male,African-American,25 - 45,30.0,9.0,High,7.0,1,1,F
124,M,WHITE,33-37,22,No,10.0,Specialized,High School Diploma,0,Other,Greater than 2 to 3 years,,5.0,1.0,,2.0,3,No,Yes,1,3,Yes,3 or more,2 or more,Yes,Yes,Yes,Yes,No,Yes,Yes,No,No,Yes,No,No,0,0,0,3 or more,55.57894736842105,0.0,0.0,0.0526315793395042,0.0,1.0,1.383522727272727,Yes,Yes,No,No,Yes,1,Male,Caucasian,25 - 45,35.0,10.0,High,8.0,1,1,M
